code,title,title_tokenized,description,description_tokenized,title_en,description_en,kw,kw_en
1228.20,ผู้จัดการฝ่ายการให้บริการส่วนบุคคล,ผู้จัดการ|ฝ่าย|การ|ให้บริการ|ส่วนบุคคล,วางแผน กำกับดูแลและประสานงานในกิจกรรมที่เกี่ยวกับการให้บริการ เช่น ผู้จัดฝ่ายเสริมสวย บริการซักรีด เป็นต้น กำกับดูแลการดำเนินงานประจำวันให้บรรลุผลตามแผน ควบคุมการใช้จ่าย งานบุคลากรและการอบรมแก่เจ้าหน้าที่ผู้ปฏิบัติ,วางแผน| |กำกับ|ดูแล|และ|ประสานงาน|ใน|กิจกรรม|ที่|เกี่ยวกับ|การ|ให้บริการ| |เช่น| |ผู้|จัด|ฝ่าย|เสริมสวย| |บริการ|ซักรีด| |เป็นต้น| |กำกับ|ดูแล|การ|ดำเนิน|งานประจำวัน|ให้|บรรลุผล|ตาม|แผน| |ควบคุม|การ|ใช้จ่าย| |งานบุคลากร|และ|การอบรม|แก่|เจ้าหน้าที่|ผู้ปฏิบัติ,personal services manager,"planning directing and coordinating the activities of service activities such as those who provide the laundry , laundry service , and directing the implementation of daily operations to ensure compliance with personnel and training",กำกับดูแล|การอบรม|งานบุคลากร|ให้บริการ|แผน|ควบคุม|ใช้จ่าย,direct one &apos; s attention|the training .|personnel ?|serve|plan b .|control .|be at one &apos; s disposal
1228.30,ผู้จัดการฝ่ายงานทำความสะอาด,ผู้จัดการ|ฝ่าย|งาน|ทำความสะอาด,วางแผน กำกับดูแลและประสานงานในกิจกรรมที่เกี่ยวกับการบริการทำความสะอาด กำกับดูแลการดำเนินงานประจำวันให้บรรลุผลตามแผนการ ติดต่อประสานงานหรือเป็นตัวแทนในการเจรจากับลูกค้า ควบคุมการใช้จ่าย งานบุคลากรและการอบรมแก่เจ้าหน้าที่ผู้ปฏิบัติ,วางแผน| |กำกับ|ดูแล|และ|ประสานงาน|ใน|กิจกรรม|ที่|เกี่ยวกับ|การ|บริการ|ทำความสะอาด| |กำกับ|ดูแล|การ|ดำเนิน|งานประจำวัน|ให้|บรรลุผล|ตาม|แผนการ| |ติดต่อ|ประสานงาน|หรือ|เป็นตัวแทน|ใน|การ|เจรจา|กับ|ลูกค้า| |ควบคุม|การ|ใช้จ่าย| |งานบุคลากร|และ|การอบรม|แก่|เจ้าหน้าที่|ผู้ปฏิบัติ,cleaning manager,planning directing and coordinating the activities of cleaning and directing activities in the proceedings of the daily operations of contact or representation in negotiations with clients directing personnel and training of staff,กำกับดูแล|การอบรม|งานบุคลากร|แผนการ|ติดต่อประสานงาน|เป็นตัวแทน|เจรจา|ลูกค้า|ควบคุม|ใช้จ่าย,direct one &apos; s attention|the training .|personnel ?|a plan ?|liaise with|represent .|negotiate ?|a customer .|control .|be at one &apos; s disposal
1229.20,ผู้บริหารหน่วยงานในมหาวิทยาลัย,ผู้บริหาร|หน่วยงาน|ใน|มหาวิทยาลัย,บริหารงานในฐานะผู้บริหารหน่วยงานในมหาวิทยาลัยให้สอดคล้องกับนโยบายของมหาวิทยาลัย กำหนดนโยบาย แผนงาน หลักสูตรและรายละเอียดเพื่อเสนอต่อสภามหาวิทยาลัย วางระเบียบ กฎ และข้อบังคับภายในหน่วยงานตามที่สภามหาวิทยาลัยมอบหมาย พิจารณาเสนอการดำรงตำแหน่งทางวิชาการของคณาจารย์ประจำต่อมหาวิทยาลัยและปฏิบัติหน้าที่อื่นที่เกี่ยวข้อง ผู้ดำรงตำแหน่งเหล่านี้อาจมีชื่อเรียกว่า คณบดี รองคณบดี หัวหน้าภาควิชา หัวหน้าคณะวิชา หรือตำแหน่งที่มีชื่อเรียกอย่างอื่นในหน่วยงานในมหาวิทยาลัย ตามที่มหาวิทยาลัยกำหนด,บริหารงาน|ใน|ฐานะ|ผู้บริหาร|หน่วยงาน|ใน|มหาวิทยาลัย|ให้|สอดคล้อง|กับ|นโยบาย|ของ|มหาวิทยาลัย| |กำหนด|นโยบาย| |แผนงาน| |หลักสูตร|และ|รายละเอียด|เพื่อ|เสนอ|ต่อ|สภา|มหาวิทยาลัย| |วางระเบียบ| |กฎ| |และ|ข้อบังคับ|ภายใน|หน่วยงาน|ตามที่|สภา|มหาวิทยาลัย|มอบหมาย| |พิจารณา|เสนอ|การดำรงตำแหน่ง|ทางวิชาการ|ของ|คณาจารย์|ประจำ|ต่อ|มหาวิทยาลัย|และ|ปฏิบัติหน้าที่|อื่น|ที่|เกี่ยวข้อง| |ผู้|ดำรงตำแหน่ง|เหล่านี้|อาจ|มีชื่อ|เรียก|ว่า| |คณบดี| |รองคณบดี| |หัวหน้า|ภาควิชา| |หัวหน้า|คณะ|วิชา| |หรือ|ตำแหน่ง|ที่|มีชื่อ|เรียก|อย่าง|อื่น|ใน|หน่วยงาน|ใน|มหาวิทยาลัย| |ตามที่|มหาวิทยาลัย|กำหนด,the head of the university,"management as the university &apos; s executive of the university &apos; s department has established a policy of plans , plans , plans , plans , courses , plans , plans , plans , plans , plans , courses , plans , plans , plans , plans , plans , plans , plans , plans , plans , plans , plans , plans , plans , plans , plans , plans for the council , the order of the schools , and regulations according to the unit of the institution according to which the university has proposed a technical term , which the term for the technical term for the term of the term of the faculty of state and the state of the state of the state of the state of the state of the state and the state of the state of the state of the state of the state of the term , and the term of the term .",มหาวิทยาลัย|หน่วยงาน|ฐานะผู้บริหารหน่วยงาน|หลักสูตร|รายละเอียด|เสนอ|สภามหาวิทยาลัย|วางระเบียบ|คณบดี|รองคณบดี|หัวหน้าภาควิชา|หัวหน้าคณะวิชา,university .|the agency .|as an executive of the agency|course .|details .|make an offer|the university council|regulate .|dean .|vice dean .|head of the department|the head of the faculty
1229.25,ผู้บริหารสถานศึกษา,ผู้บริหาร|สถานศึกษา,บริหารงานในฐานะหัวหน้าและผู้ช่วยหัวหน้าสถานศึกษาในสถานศึกษา ให้เป็นไปตามนโยบายและวัตถุประสงค์ของหน่วยงานภายใต้กฎหมาย กฎ ระเบียบและข้อบังคับ วางแผน ดำเนินงาน ประสานงาน ปกครอง และนิเทศงานตลอดจนติดตามและประเมินผลงานด้านวิชาการ ควบคุม ดูแลงานธุรการหรือบริหารทั่วไปของสถานศึกษา สร้างเสริมความสัมพันธ์ชุมชนและปฏิบัติหน้าที่อื่นที่เกี่ยวข้อง ผู้ดำรงตำแหน่งเหล่านี้อาจมีชื่อเรียกว่า อธิการบดี รองอธิการบดี ผู้ช่วยอธิการบดี ผู้อำนวยการวิทยาเขต ผู้ช่วยผู้อำนวยการวิทยาเขต ผู้อำนวยการวิทยาลัย ผู้ช่วยผู้อำนวยการวิทยาลัย ผู้อำนวยการ โรงเรียน ผู้ช่วยผู้อำนวยการโรงเรียน ผู้อำนวยการศูนย์ ผู้ช่วยผู้อำนวยการศูนย์ หัวหน้าศูนย์ ผู้ช่วย หัวหน้าศูนย์ อาจารย์ใหญ่ ผู้ช่วยอาจารย์ใหญ่ ครูใหญ่ ผู้ช่วยครูใหญ่ หรือตำแหน่งที่มีชื่อเรียกอย่างอื่นในหน่วยงานการศึกษา,บริหารงาน|ใน|ฐานะ|หัวหน้า|และ|ผู้ช่วย|หัวหน้า|สถานศึกษา|ใน|สถานศึกษา| |ให้|เป็นไปตาม|นโยบาย|และ|วัตถุประสงค์|ของ|หน่วยงาน|ภายใต้|กฎหมาย| |กฎ| |ระเบียบ|และ|ข้อบังคับ| |วางแผน| |ดำเนินงาน| |ประสานงาน| |ปกครอง| |และ|นิเทศ|งาน|ตลอดจน|ติดตาม|และ|ประเมิน|ผลงาน|ด้าน|วิชาการ| |ควบคุม| |ดูแล|งานธุรการ|หรือ|บริหาร|ทั่วไป|ของ|สถานศึกษา| |สร้างเสริม|ความสัมพันธ์|ชุมชน|และ|ปฏิบัติหน้าที่|อื่น|ที่|เกี่ยวข้อง| |ผู้|ดำรงตำแหน่ง|เหล่านี้|อาจ|มีชื่อ|เรียก|ว่า| |อธิการบดี| |รอง|อธิการบดี| |ผู้ช่วย|อธิการบดี| |ผู้อำนวยการ|วิทยาเขต| |ผู้ช่วย|ผู้อำนวยการ|วิทยาเขต| |ผู้อำนวยการ|วิทยาลัย| |ผู้ช่วย|ผู้อำนวยการ|วิทยาลัย| |ผู้อำนวยการ| |โรงเรียน| |ผู้ช่วย|ผู้อำนวยการ|โรงเรียน| |ผู้อำนวยการ|ศูนย์| |ผู้ช่วย|ผู้อำนวยการ|ศูนย์| |หัวหน้าศูนย์| |ผู้ช่วย| |หัวหน้าศูนย์| |อาจารย์ใหญ่| |ผู้ช่วย|อาจารย์ใหญ่| |ครูใหญ่| |ผู้ช่วย|ครูใหญ่| |หรือ|ตำแหน่ง|ที่|มีชื่อ|เรียก|อย่าง|อื่น|ใน|หน่วยงาน|การศึกษา,school administrator,"management as head of education and assistant head of education at the academy according to the policy and objectives of organizations according to the rules and regulations plan direct coordinate and supervision of the work of general supervision and general supervision of education and general supervision of the school of education and general affairs of the community and others concerned areas may be named the vice president of the vice president , the assistant director of the college assistant college assistant director , the assistant director of the assistant director , the assistant director of the assistant director , or the assistant principal assistant principal assistant principal , the assistant director , or other title of education agency .",สถานศึกษา|หัวหน้าศูนย์|มีชื่อเรียก|ฐานะหัวหน้า|ตำแหน่ง|หน่วยงานภายใต้กฎหมาย|กฎ|ระเบียบ|ข้อบังคับ|วางแผน|ดำเนินงาน|ประสานงาน|ปกครอง|นิเทศงาน|ติดตาม|ประเมินผลงานด้าน|วิชาการ|ควบคุม|ดำรงตำแหน่งเหล่านี้|อธิการบดี|รองอธิการบดี|ผู้ช่วยอธิการบดี|ผู้อำนวยการวิทยาเขต|ผู้ช่วยผู้อำนวยการวิทยาเขต|ผู้อำนวยการวิทยาลัย|ผู้ช่วยผู้อำนวยการวิทยาลัย|ผู้อำนวยการ|โรงเรียน|ผู้ช่วยผู้อำนวยการโรงเรียน|ครูใหญ่|ผู้ช่วยครูใหญ่,"&quot; lyceum .|chief of staff|have a name for sb|as your boss .|location .|law enforcement|rules .|order !|regulations|make a plan|carry out a task|liaise with|rule !|your information , your work ...|follow up|evaluate one &apos; s work in the field|academic subjects|control .|these positions|chancellor|vice-chancellor|a dean &apos; s assistant|director of the campus .|assistant director , campus .|a college director|college assistant|director .|school .|assistant director of the school|head teacher|assistant principal ."
1229.30,ผู้122670จัดการด้านวัฒนธรรม สันทนาการและกีฬา,ผู้|122670|จัดการ|ด้าน|วัฒนธรรม| |สันทนาการ|และ|กีฬา,บริหารงานในฐานะหัวหน้าหรือผู้บริหารในงานที่เกี่ยวกับวัฒนธรรม สันทนาการและการกีฬา ให้เป็นไปตามนโยบายและวัตถุประสงค์ของหน่วยงาน ภายใต้กฎ ระเบียบและข้อบังคับ วางแผนและดำเนินงานรวมทั้งควบคุมและบริหารงานงบประมาณ งานบุคคลให้เป็นไปอย่างมีประสิทธิภาพและบรรลุผลตามนโยบาย อาจให้คำแนะนำหรือจัดรายการส่งเสริมด้านวัฒนธรรม สันทนาการและการกีฬา,บริหารงาน|ใน|ฐานะ|หัวหน้า|หรือ|ผู้บริหาร|ใน|งาน|ที่|เกี่ยวกับ|วัฒนธรรม| |สันทนาการ|และ|การกีฬา| |ให้|เป็นไปตาม|นโยบาย|และ|วัตถุประสงค์|ของ|หน่วยงาน| |ภายใต้|กฎ| |ระเบียบ|และ|ข้อบังคับ| |วางแผน|และ|ดำเนินงาน|รวมทั้ง|ควบคุม|และ|บริหารงาน|งบประมาณ| |งานบุคคล|ให้|เป็นไป|อย่าง|มีประสิทธิภาพ|และ|บรรลุผล|ตาม|นโยบาย| |อาจ|ให้|คำแนะนำ|หรือ|จัด|รายการ|ส่งเสริม|ด้าน|วัฒนธรรม| |สันทนาการ|และ|การกีฬา,a person with a stuck. with a stuck. a kid with a kid with a kid with a kid with a kid with a big stick and with a kid with a kid with a big stick and with a kid with a big stick .,administration as chief or executive in the events of the recreational and sports programme according to the policies and objectives of the agencies according to the rules and regulations of organizations and planning and planning and directing them and directing the personnel budgets such as these could be carried out as well as the policy or the promotion of cultural and recreational and sports programs,สันทนาการ|ฐานะหัวหน้า|ผู้บริหาร|วัตถุประสงค์|หน่วยงาน|ภายใต้กฎ|ระเบียบ|ข้อบังคับ|วางแผน|ดำเนินงานรวมทั้งควบคุม|บริหารงานงบประมาณ|งานบุคคล|เป็นไป|มีประสิทธิภาพ|บรรลุผล|นโยบาย|คำแนะนำ,recreation .|as your boss .|executive|a purpose .|the agency .|under the rules|order !|regulations|make a plan|run as well as control|manage a budget|personnel !|that &apos;s it .|effective .|come to fruition|policy .|a suggestion .
1229.40,ผู้บริหารสถานีวิทยุกระจายเสียง,ผู้บริหาร|สถานีวิทยุกระจายเสียง,บริหารงานสถานีให้ดำเนินไปตามวัตถุประสงค์และนโยบายที่กำหนดไว้ และตามระเบียบว่าด้วย ระเบียบวิทยุกระจายเสียงและวิทยุโทรทัศน์ ควบคุมบังคับบัญชาพนักงานให้ปฏิบัติตามระเบียบและข้อบังคับของสถานี พิจารณาบำเหน็จความดีความชอบ การเลื่อนเงินเดือน การลงโทษทางวินัยของพนักงาน ควบคุมการจัดทำงบประมาณรายรับรายจ่าย รายงานการเงิน เพื่อเสนอคณะกรรมการหรือเจ้าของสถานี ออกข้อปฏิบัติภายใน หรือคำสั่งในอันที่จะส่งเสริมประสิทธิภาพการทำงาน ติดต่อ ประสานงานกับองค์กรทั้งในหรือต่างประเทศ เพื่อขอความร่วมมือด้านข้อมูลข่าวสารและวิทยาการสมัยใหม่ สร้างบรรยากาศที่ดีในสถานี ให้คำแนะนำ คำปรึกษาแก่เจ้าหน้าที่ฝ่ายต่าง ๆ ติดตามรับฟังการออกอากาศในแต่ละวัน พัฒนาสถานีด้วยวิธีการต่าง ๆ เสนอแนะแนวทางในการ แก้ไขปัญหาหรือการพัฒนางานของสถานี ต่อคณะกรรมการบริหารหรือเจ้าของสถานี,บริหารงาน|สถานี|ให้|ดำเนิน|ไป|ตาม|วัตถุประสงค์|และ|นโยบาย|ที่|กำหนด|ไว้| |และ|ตามระเบียบ|ว่าด้วย| |ระเบียบ|วิทยุกระจายเสียง|และ|วิทยุโทรทัศน์| |ควบคุม|บังคับบัญชา|พนักงาน|ให้|ปฏิบัติ|ตามระเบียบ|และ|ข้อบังคับ|ของ|สถานี| |พิจารณา|บำเหน็จ|ความดี|ความชอบ| |การ|เลื่อน|เงินเดือน| |การ|ลง|โทษทางวินัย|ของ|พนักงาน| |ควบคุม|การ|จัดทำ|งบประมาณ|รายรับ|รายจ่าย| |รายงาน|การเงิน| |เพื่อ|เสนอ|คณะกรรมการ|หรือ|เจ้าของ|สถานี| |ออก|ข้อปฏิบัติ|ภายใน| |หรือ|คำสั่ง|ใน|อัน|ที่จะ|ส่งเสริม|ประสิทธิภาพ|การทำงาน| |ติดต่อ| |ประสานงาน|กับ|องค์กร|ทั้ง|ใน|หรือ|ต่างประเทศ| |เพื่อ|ขอความร่วมมือ|ด้าน|ข้อมูลข่าวสาร|และ|วิทยาการ|สมัยใหม่| |สร้าง|บรรยากาศ|ที่|ดี|ใน|สถานี| |ให้|คำแนะนำ| |คำปรึกษา|แก่|เจ้าหน้าที่|ฝ่าย|ต่าง ๆ| |ติดตาม|รับฟัง|การออกอากาศ|ใน|แต่ละวัน| |พัฒนา|สถานี|ด้วย|วิธีการ|ต่าง ๆ| |เสนอ|แนะแนว|ทางใน|การ| |แก้ไขปัญหา|หรือ|การพัฒนา|งาน|ของ|สถานี| |ต่อ|คณะกรรมการ|บริหาร|หรือ|เจ้าของ|สถานี,broadcasting corporation,managing stations to run stations according to established objectives and policies and regulations by radio and television governing staff according to the regulations of the station ’ s obligation and to respect the validity of salaries and restrictions ; establishing financial statements to provide financial or internal affairs of state ’ s office or to promote effective coordination to coordinate the work with foreign organizations or to assist with their activities as well as to provide the environment in terms of modern information and provide advice to all the staff as well as to guide the development of the development of a variety of systems or development board or as to the development of the development of stations,สถานี|เจ้าของสถานี|ดำเนิน|วัตถุประสงค์|นโยบาย|ตามระเบียบว่าด้วย|ระเบียบวิทยุกระจายเสียง|วิทยุโทรทัศน์|ควบคุมบังคับบัญชาพนักงาน|ลงโทษทางวินัย|พนักงาน|ควบคุม|จัดทำงบประมาณรายรับรายจ่าย|ที่จะส่งเสริมประสิทธิภาพ|การทำงาน|ติดต่อ|ประสานงาน|องค์กร|ต่างประเทศ|ขอความร่วมมือด้านข้อมูลข่าวสาร|วิทยาการสมัยใหม่|เจ้าหน้าที่ฝ่ายต่าง ๆ|ติดตามรับฟังการออกอากาศ|แต่ละวัน|พัฒนาสถานี|วิธีการต่าง ๆ|เสนอแนะแนวทางใน,"the station .|station owner|go on .|a purpose .|policy .|according to the regulations ,|a radio broadcasting system|radio television|command one &apos; s staff|disciplinary action was taken .|staff .|control .|establish an income budget|to promote efficiency .|work .|contact .|liaise with|an organization .|overseas .|request information request|modern technology|the difference between agents|follow up on the broadcast|each day .|develop a station|a different approach|offer guidance in a way"
1229.45,ผู้ผลิตรายการวิทยุกระจายเสียง,ผู้ผลิต|รายการ|วิทยุกระจายเสียง,กำหนดรูปแบบรายการ ประเภทของเนื้อหา เวลาออกอากาศและบุคลิกของ ผู้ดำเนินรายการ ให้สอดคล้องกับกลุ่มเป้าหมาย จัดหา จัดเตรียมหรือจัดทำส่วนประกอบต่าง ๆ ของรายการ อาทิ เพลงประกอบ เอกสารข้อมูล เทป วัสดุ อุปกรณ์ และบุคลากรผู้เชี่ยวชาญที่เกี่ยวข้อง อาจเป็นผู้ดำเนิน รายการเอง หรือมอบหมายให้ผู้หนึ่งผู้ใดดำเนินการแทน ซักซ้อมทำความเข้าใจกับฝ่ายเทคนิคเกี่ยวกับลำดับขั้นตอนในรายการ อาจควบคุมการตัดต่อในกรณีที่เป็นการบันทึกเทป ดูแลให้การดำเนินรายการเป็นไปตามวัตถุประสงค์ที่กำหนดไว้ ประเมินผลสัมฤทธิ์ของรายการที่ออกอากาศ,กำหนด|รูปแบบ|รายการ| |ประเภท|ของ|เนื้อหา| |เวลา|ออกอากาศ|และ|บุคลิก|ของ| |ผู้ดำเนินรายการ| |ให้|สอดคล้อง|กับ|กลุ่มเป้าหมาย| |จัดหา| |จัดเตรียม|หรือ|จัดทำ|ส่วนประกอบ|ต่าง ๆ| |ของ|รายการ| |อาทิ| |เพลง|ประกอบ| |เอกสาร|ข้อมูล| |เทป| |วัสดุ| |อุปกรณ์| |และ|บุคลากร|ผู้เชี่ยวชาญ|ที่|เกี่ยวข้อง| |อาจ|เป็น|ผู้|ดำเนิน| |รายการ|เอง| |หรือ|มอบหมาย|ให้|ผู้|หนึ่ง|ผู้ใด|ดำเนินการ|แทน| |ซักซ้อม|ทำความเข้าใจ|กับ|ฝ่าย|เทคนิค|เกี่ยวกับ|ลำดับ|ขั้นตอน|ใน|รายการ| |อาจ|ควบคุม|การตัดต่อ|ในกรณีที่|เป็นการ|บันทึกเทป| |ดูแล|ให้การ|ดำเนิน|รายการ|เป็นไปตาม|วัตถุประสงค์|ที่|กำหนด|ไว้| |ประเมิน|ผลสัมฤทธิ์|ของ|รายการ|ที่|ออกอากาศ,radio broadcasting producer,"determining the type of content and content of content , and the personality of your host , according to the tasks and composition of the item , or the composition of the item , or the composition of the material , material , materials , materials , materials , materials , materials , and related personnel , who may perform a list , or who , rather , perform a series of circular steps , in which the process may be monitored , according to the application of performance , according to an evaluation of the event .",รายการ|ประเภท|เนื้อหา|เวลาออกอากาศ|บุคลิก|ผู้ดำเนินรายการ|สอดคล้อง|กลุ่มเป้าหมาย|เทป|วัสดุ|อุปกรณ์|บุคลากรผู้เชี่ยวชาญ|ดำเนิน|รายการเอง|มอบหมาย|ผู้ใดดำเนินการ|แทน|ซักซ้อมทำความเข้าใจ|ดูแลให้การ|ดำเนินรายการเป็นไปตาม,"item|mime types|_ contents|the air time|personality .|&quot; your host . &quot;|in keeping with|target .|tape .|materials|device % 1|an expert staff|go on .|custom list|give somebody a hand|who does it ?|instead .|rehearse , understand .|take care of sb|proceed according to order"
1229.55,ผู้ผลิตรายการโทรทัศน์,ผู้ผลิต|รายการโทรทัศน์,ผลิตหรือมอบหมายให้มีผู้ดำเนินการผลิตรายการโทรทัศน์ให้สำเร็จลุล่วงตามวัตถุประสงค์ ติดตามดูแลงานของฝ่ายต่างๆที่เกี่ยวข้อง ตั้งแต่ขั้นตอนการวางแผนการผลิตรายการ การดำเนินการผลิตและหลังการดำเนินการผลิต ประเมินผลรายการเพื่อนำข้อมูลที่ได้มาเป็นแนวทางในการจัดทำต่อไป,ผลิต|หรือ|มอบหมาย|ให้|มี|ผู้ดำเนินการ|ผลิต|รายการโทรทัศน์|ให้|สำเร็จ|ลุล่วง|ตาม|วัตถุประสงค์| |ติดตาม|ดูแล|งาน|ของ|ฝ่าย|ต่างๆ|ที่|เกี่ยวข้อง| |ตั้งแต่|ขั้นตอน|การวางแผน|การผลิต|รายการ| |การ|ดำเนิน|การผลิต|และ|หลัง|การ|ดำเนิน|การผลิต| |ประเมินผล|รายการ|เพื่อ|นำ|ข้อมูล|ที่|ได้มา|เป็นแนว|ทางใน|การ|จัดทำ|ต่อไป,television producers,producing or assigning the production of television to accomplish tasks according to the purpose of monitoring the activities of related parties since the manufacture of production programmes and after processing of content for further processing of information,ดำเนินการผลิต|มอบหมาย|นำข้อมูล|มีผู้ดำเนินการผลิต|รายการโทรทัศน์|สำเร็จลุล่วง|วัตถุประสงค์|ติดตามดูแลงาน,carry out the production|give somebody a hand|bring the data|there are some workers who produce it .|a television programme|go through with|a purpose .|keep track of one &apos; s work
1229.60,ผู้อำนวยการสร้างภาพยนตร์,ผู้อำนวยการสร้าง|ภาพยนตร์,รับผิดชอบในการวางแผนการผลิตภาพยนตร์ ประสานงานกับผู้เขียนเรื่อง ผู้กำกับ ภาพยนตร์ พิจารณาบทภาพยนตร์ ตลอดจนการดำเนินงานและขอบเขตของภาพยนตร์ที่จะเสนอ จัดตั้ง งบประมาณที่จะต้องใช้ในการดำเนินงานของแต่ละหน่วยงาน จัดหาเงินทุนและควบคุมค่าใช้จ่ายในการผลิตภาพยนตร์ให้อยู่ในงบประมาณ อนุมัติสั่งจ่ายงบประมาณในการสร้างภาพยนตร์ ปรึกษากับผู้กำกับภาพยนตร์คัดเลือกตัวผู้แสดงในบทบาทสำคัญ ประชุมปรึกษาหารือกับผู้จัดการกองถ่ายทำภาพยนตร์และผู้กำกับภาพยนตร์เกี่ยวกับความก้าวหน้าและผลของการดำเนินงานสร้างภาพยนตร์ ดูแลให้งานผลิตภาพยนตร์ดำเนินลุล่วงไปด้วยดีตามนโยบายและวัตถุประสงค์ภายในกำหนดเวลา ทั้งนี้ตั้งแต่ขั้นแรกของงานไปจนกระทั่งภาพยนตร์ออกฉาย,รับผิดชอบ|ใน|การวางแผน|การผลิต|ภาพยนตร์| |ประสานงาน|กับ|ผู้เขียน|เรื่อง| |ผู้กำกับ| |ภาพยนตร์| |พิจารณา|บทภาพยนตร์| |ตลอดจน|การ|ดำเนินงาน|และ|ขอบเขต|ของ|ภาพยนตร์|ที่จะ|เสนอ| |จัดตั้ง| |งบประมาณ|ที่จะ|ต้อง|ใช้|ใน|การ|ดำเนินงาน|ของ|แต่ละ|หน่วยงาน| |จัดหา|เงินทุน|และ|ควบคุม|ค่าใช้จ่าย|ใน|การผลิต|ภาพยนตร์|ให้|อยู่|ใน|งบประมาณ| |อนุมัติ|สั่งจ่าย|งบประมาณ|ใน|การ|สร้าง|ภาพยนตร์| |ปรึกษา|กับ|ผู้กำกับภาพยนตร์|คัดเลือก|ตัว|ผู้แสดง|ใน|บทบาท|สำคัญ| |ประชุม|ปรึกษาหารือ|กับ|ผู้จัดการ|กอง|ถ่ายทำ|ภาพยนตร์|และ|ผู้กำกับภาพยนตร์|เกี่ยวกับ|ความก้าวหน้า|และ|ผล|ของ|การ|ดำเนินงาน|สร้าง|ภาพยนตร์| |ดูแล|ให้|งาน|ผลิต|ภาพยนตร์|ดำเนิน|ลุล่วง|ไป|ด้วยดี|ตาม|นโยบาย|และ|วัตถุประสงค์|ภายใน|กำหนด|เวลา| |ทั้งนี้|ตั้งแต่|ขั้นแรก|ของ|งาน|ไป|จนกระทั่ง|ภาพยนตร์|ออก|ฉาย,a film director,"undertaking responsibility for the production of the film production , coordinating the production of film and film production directors , as well as the management and supervision of the preparation of each agency for the production budget , to ensure that the budget of the film be budgeted for the main film budget , for discussion with film directors and directors , for the production of film production , and for the purpose of the project , as long as the stage is due , until the film &apos; s introduction .",ภาพยนตร์|ดำเนินงาน|การวางแผนการผลิตภาพยนตร์|ประสานงาน|ควบคุมค่าใช้จ่าย|การผลิตภาพยนตร์|งบประมาณ|อนุมัติสั่งจ่ายงบประมาณ|สร้างภาพยนตร์|ปรึกษา|ผู้กำกับภาพยนตร์คัดเลือกตัว|ผู้แสดง|บทบาทสำคัญ|ดูแล|งานผลิตภาพยนตร์|ดำเนินลุล่วง|ด้วยดี|นโยบาย|วัตถุประสงค์,movies .|carry out a task|the production of a film|liaise with|keep the expenses under control|the production of movies|a budget|approve a budget|make a film|consult with sb|screening director|performer|an important role|take care .|a film production|go through with|good .|policy .|a purpose .
1229.65,ผู้จัดการกองถ่ายทำภาพยนตร์,ผู้จัดการ|กอง|ถ่ายทำ|ภาพยนตร์,ทำหน้าที่จัดการดูแลความเรียบร้อยในกองถ่ายทำภาพยนตร์ ตลอดจนวางแผนจัดตารางการถ่ายทำภาพยนตร์ อำนวยความสะดวก ดูแลความเรียบร้อยในการถ่ายทำภาพยนตร์ ติดต่อประสานงานกับฝ่ายต่าง ๆ ควบคุมคนงานในกองถ่ายทำภาพยนตร์ แก้ปัญหาเฉพาะหน้าที่เกิดขึ้นระหว่างมีการถ่ายทำภาพยนตร์ เพื่อให้การถ่ายทำภาพยนตร์ดำเนินไปด้วยความเรียบร้อย,ทำหน้าที่|จัดการ|ดูแล|ความ|เรียบร้อย|ใน|กอง|ถ่ายทำ|ภาพยนตร์| |ตลอดจน|วางแผน|จัด|ตาราง|การถ่ายทำภาพยนตร์| |อำนวยความสะดวก| |ดูแล|ความ|เรียบร้อย|ใน|การถ่ายทำภาพยนตร์| |ติดต่อ|ประสานงาน|กับ|ฝ่าย|ต่าง ๆ| |ควบคุม|คนงาน|ใน|กอง|ถ่ายทำ|ภาพยนตร์| |แก้|ปัญหาเฉพาะหน้า|ที่|เกิดขึ้น|ระหว่าง|มี|การถ่ายทำภาพยนตร์| |เพื่อให้|การถ่ายทำภาพยนตร์|ดำเนิน|ไป|ด้วย|ความ|เรียบร้อย,film production manager,"maintaining order in film production and arranging the filming schedule and arranging the release of filming , filming , filming arrangements , filming arrangements , filming arrangements , arranging the release of the film , directing everyone to coordinate the activities of the workers , directing the development of the film at the ready to proceed with the release of the film .",เรียบร้อย|กองถ่ายทำภาพยนตร์|การถ่ายทำภาพยนตร์,all right .|film studio|the release of the film
1229.90,ผู้จัดการฝ่ายผลิตอื่นๆ,ผู้จัดการฝ่ายผลิต|อื่นๆ,ผู้ปฏิบัติงานอาชีพในกลุ่มนี้ รวมถึง ผู้จัดการฝ่ายผลิตและปฏิบัติการอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ผู้ปฏิบัติ|งานอาชีพ|ใน|กลุ่ม|นี้| |รวมถึง| |ผู้จัดการฝ่ายผลิต|และ|ปฏิบัติการ|อื่นๆ| |ซึ่ง|มิได้|จัด|ประเภท|ไว้|ใน|ที่อื่น,other production manager,the activities of this group include manufacturing and other operations not elsewhere classified,กลุ่มนี้|จัดประเภทไว้|ผู้จัดการฝ่ายผลิต|ปฏิบัติการอื่นๆ,this group .|sort out|production manager|other operations
