,group_code,submajor_code,group_name,description,"status "
52,332,33,ตัวแทนและนายหน้าซื้อขาย,"ปฏิบัติงานเกี่ยวกับการเป็นตัวแทนของบริษัท ภาครัฐ และองค์การอื่นๆ ในการซื้อและขาย สินค้า
โภคภัณฑ์ สินค้า การประกันภัย การขนส่งสินค้า และบริการอื่นๆ ให้กับภาคอุตสาหกรรม ภาค
วิชาชีพ ภาคพาณิชยกรรม หรือสถานประกอบการอื่นๆ หรือเป็นตัวแทนอิสระเพื่อเป็นตัวกลาง
ในการติดต่อผู้ซื้อและผู้ขายสินค้าโภคภัณฑ์และบริการ
ทำหน้าที่เกี่ยวกับ
? ศึกษาข้อมูล ติดตาม วิเคราะห์แนวโน้มตลาดและเงื่อนไขทางการตลาด และสินค้าและ
บริการของนายจ้างและคู่แข่งทางการค้า
? เก็บข้อมูลเกี่ยวกับความต้องการของลูกค้าและกำหนดสินค้าและบริการที่เหมาะสม
? อธิบายและสาธิตสินค้าและบริการให้กับลูกค้า
? เจรจาตกลงราคา สัญญา ข้อตกลง เงื่อนไข และจัดเตรียมการส่งสินค้า บริการ หรือสินค้า
โภคภัณฑ์
หมายเหตุ
? ผู้จัดการด้านการขาย ได้จัดประเภทไว้ในหมู่ 122 (ผู้จัดการด้านการขาย การตลาด และ
การพัฒนาธุรกิจ)
? ผู้ประกอบวิชาชีพการขายด้านเทคนิค ด้านการแพทย์ และด้านเทคโนโลยีสารสนเทศและ
การสื่อสาร ได้จัดประเภทไว้ในหมู่ 243 (ผู้ประกอบวิชาชีพด้านการขาย การตลาด และ
การประชาสัมพันธ์)
? นายหน้าค้าหลักทรัพย์และการเงิน ได้จัดประเภทไว้ในหมู่ 331 (ผู้ประกอบวิชาชีพที่
เกี่ยวข้องกับด้านการเงินและการคำนวณ)
","1"
53,333,33,ตัวแทนการให้บริการทางธุรกิจ,"ปฏิบัติงานเกี่ยวกับการจัดทำสัญญาซื้อบริการทางธุรกิจ เช่น พื้นที่โฆษณาตามสื่อต่างๆ ดำเนิน
พิธีการศุลกากรเพื่อให้แน่ใจว่าเอกสารที่สำคัญต่างๆ ถูกต้องครบถ้วน จัดคนที่กำลังหางานทำ
ลงตามตำแหน่งงานที่ว่าง จัดหาพนักงานให้กับนายจ้าง จัดทำสัญญาข้อตกลงให้กับนักกีฬา
นักแสดง และศิลปิน รวมถึงการพิมพ์โฆษณาหนังสือ การผลิตงานละคร หรือการบันทึก
การแสดงและขายงานเพลง การวางแผนและจัดการประชุมและงานอื่นๆ ที่คล้ายกัน
ทำหน้าที่เกี่ยวกับ
? ดำเนินพิธีการศุลกากรเพื่อการส่งออกหรือนำเข้า
? จัดหาบริการและประสานงานด้านการจัดประชุมและงานอื่นๆ ที่คล้ายกัน เช่น สิ่งอำนวย
ความสะดวกในการประชุม จัดเลี้ยง จัดทำป้ายเครื่องหมาย การแสดง อุปกรณ์ภาพและ
เสียง อุปกรณ์คอมพิวเตอร์ ที่พักอาศัย การขนส่ง ฯลฯ ให้กับผู้เข้าร่วมงาน
? จัดคนที่กำลังหางานทำลงตามตำแหน่งงานที่ว่าง
? จัดหาพนักงานสำหรับตำแหน่งงานที่ว่างให้กับนายจ้าง
? จัดแสดงรายการอสังหาริมทรัพย์เพื่อขายหรือให้เช่าแก่ผู้ที่ต้องการซื้อหรือเช่า พร้อมทั้ง
อธิบายเงื่อนไขการขายหรือให้เช่า
? ขายสินค้า เช่น ที่ดิน อาคาร รถยนต์ สินค้า ปศุสัตว์ งานศิลปะ อัญมณี และสิ่งของอื่นๆ
โดยการประมูล
? จัดทำสัญญาข้อตกลงให้กับนักแสดง/ศิลปิน และการแสดง
","1"
54,334,33,เลขานุการด้านการบริหารและเลขานุการเฉพาะด้าน,"ปฏิบัติงานเกี่ยวกับเกี่ยวกับการให้บริการที่สนับสนุนด้านการจัดการ ติดต่อสื่อสาร และงาน
เอกสารต่างๆ ภายในองค์การ ซึ่งจะต้องอาศัยความรู้ความเข้าใจในธุรกิจที่องค์การดำเนินงานอยู่
อีกทั้งยังทำหน้าที่ควบคุมดูแลเสมียนสำนักงานภายในองค์การด้วย
ทำหน้าที่เกี่ยวกับ
? ประสานงาน มอบหมาย และตรวจสอบงานของเสมียน
? พิมพ์งานด้วยคอมพิวเตอร์
? จัดเตรียมเอกสารและรายงานด้านกฎหมาย เช่น โฉนด พินัยกรรม คำให้การเป็นลายลักษณ์
อักษร และสำนวนคดีความ
? ดำเนินการและให้ความช่วยเหลือด้านการติดต่อสื่อสาร งานเอกสาร และการประสานงาน
ด้านการจัดการภายในองค์การ ซึ่งในบางครั้งอาจต้องอาศัยความรู้ความเข้าใจเฉพาะด้าน
ในธุรกิจที่องค์การดำเนินงานอยู่
? จัดตารางเวลาและยืนยันการประชุมและนัดหมาย และติดต่อฝากข้อความของลูกค้า
? เก็บรวบรวม บันทึก และตรวจสอบบันทึก รายงาน และเอกสารทางกฎหมายและ
การแพทย์
","1"
55,335,33,ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านกฎระเบียบของรัฐ,"ปฏิบัติงานเกี่ยวกับการบริหารจัดการ บังคับใช้ หรือประยุกต์ใช้กฎหมายและข้อบังคับของรัฐ
ที่เกี่ยวข้องกับบริเวณพรมแดนของประเทศ ภาษี สิทธิประโยชน์ทางสังคม ตรวจสอบ
ข้อเท็จจริงและสถานการณ์ที่เกี่ยวข้องกับอาชญากรรม และการออกหรือการตรวจสอบคำร้อง
และเอกสารการขอหนังสือเดินทาง ใบอนุญาตการส่งออก-นำเข้าสินค้า การจัดตั้งบริษัท การ
ก่อสร้างอาคารและสิ่งก่อสร้าง และและกิจกรรมอื่นๆ ตามกฎระเบียบของรัฐ
ทำหน้าที่เกี่ยวกับ
? ลาดตระเวนตามพรมแดนของประเทศ เพื่อตรวจสอบบุคคลและยานพาหนะ เอกสารการ
เดินทางและการขนส่ง รวมถึงสินค้าที่ข้ามพรมแดนเพื่อให้เป็นไปตามกฎหมายและข้อบังคับ
ของรัฐ
? ตรวจสอบการจัดเก็บภาษีเพื่อกำหนดอัตราภาษีที่บุคคลหรือธุรกิจพึงจ่าย
? ตรวจสอบและตัดสินคำร้องขอรับสิทธิประโยชน์ทางสังคม ขอหนังสือเดินทาง ใบอนุญาต
การส่งออก-นำเข้าสินค้า การก่อสร้างอาคารและสิ่งก่อสร้าง การจัดตั้งบริษัท หรือดำเนิน
กิจกรรมอื่นๆ ตามกฎระเบียบของรัฐ
? ควบคุมการใช้ระเบียบเกี่ยวกับราคา ค่าจ้าง น้ำหนักและมาตรชั่งตวงวัดต่างๆ ตามกฎระเบียบ
? รับและตรวจสอบหลักฐาน สัมภาษณ์พยานและผู้ต้องสงสัย รวมถึงวิเคราะห์เอกสารและ
ไฟล์คอมพิวเตอร์
? ได้รับคำแนะนำจากข้าราชการหรือผู้จัดการระดับอาวุโส
? ควบคุมการทำงานของเจ้าหน้าที่ที่เกี่ยวข้อง
ของรัฐ
","1"
56,341,34,ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับกฎหมาย สังคม และศาสนา,"ปฏิบัติงานเกี่ยวกับการให้บริการทางด้านเทคนิคและการปฏิบัติ และสนับสนุนการดำเนินงาน
ทางด้านกฎหมายและการสืบสวน โครงการให้ความช่วยเหลือทางสังคมและชุมชน และ
กิจกรรมทางด้านศาสนา
ทำหน้าที่เกี่ยวกับ
? ให้ความช่วยเหลือและสนับสนุนผู้ประกอบวิชาชีพทางด้านกฎหมาย สังคม และศาสนา
? รวบรวมและวิเคราะห์หลักฐาน จัดทำเอกสารทางกฎหมาย และบริการตามคำสั่งศาล
? บริหารจัดการและดำเนินโครงการให้ความช่วยเหลือสังคมและการบริการชุมชน
? ให้ความช่วยเหลือแก่บุคคลที่มีปัญหาส่วนตัวและปัญหาทางสังคม
? ให้ความช่วยเหลือในเชิงปฏิบัติ ให้คำแนะทางจิตวิญญาณและจริยธรรมแก่บุคคลและชุมชน
","1"
57,342,34,นักกีฬาและเจ้าหน้าที่ด้านการสร้างสมรรถภาพของร่างกาย,"ปฏิบัติงานเกี่ยวกับการจัดเตรียมและเข้าแข่งขันในการกีฬาเพื่อเงินรางวัล ฝึกฝนนักกีฬาสมัครเล่น
และนักกีฬาอาชีพ เพื่อปรับปรุงสมรรถนะทางร่างกาย ส่งเสริมการมีส่วนร่วมในการกีฬา และ
พัฒนามาตรฐานทางการกีฬา จัดการและปฏิบัติหน้าที่ในการแข่งขันกีฬา และให้คำแนะนำ
ฝึกสอน และควบคุมการบริหารร่างกายในรูปแบบต่างๆ และกิจกรรมด้านนันทนาการอื่นๆ
ทำหน้าที่เกี่ยวกับ
? เข้าร่วมแข่งขันกีฬาในรายการต่างๆ
? ดำเนินการฝึกฝนทางด้านกีฬาเพื่อพัฒนาความสามารถและความรู้ทางด้านกีฬา
? รวบรวมกฎกติกาต่างๆ ที่เกี่ยวข้องกับการแข่งขันกีฬา และควบคุมการแข่งขัน
? วางแผน จัดการ และดำเนินการฝึกภาคปฏิบัติ
? พัฒนาและออกแบบโปรแกรมการสร้างสมรรถภาพของร่างกาย
? เป็นผู้นำในการออกกำลังกายทั้งแบบกลุ่มหรือแบบตัวต่อตัวในกิจกรรมการสร้าง
สมรรถภาพของร่างกาย
? ให้การสนับสนุนทางด้านการกีฬาและพัฒนาทักษะทางการกีฬา และเฝ้าสังเกตการมีส่วน
ร่วมในการกีฬาของเยาวชน
","1"
58,343,34,ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับด้านศิลปะ วัฒนธรรม และการประกอบอาหาร,"ปฏิบัติงานเกี่ยวกับการผสมผสานทักษะความคิดสร้างสรรค์ ความรู้ทางเทคนิค และวัฒนธรรม
ในการถ่ายภาพและการปฏิบัติงานเกี่ยวกับการถ่ายภาพ การล้างรูป ออกแบบและตกแต่งฉาก
ละคร จัดแสดงหน้าร้าน และการตกแต่งภายในบ้านพักอาศัย จัดทำสิ่งของสำหรับนำเสนอ
ดูแลรักษาของสะสม บันทึก และระบบแคตตาล็อคในห้องสมุดและหอศิลป์ สร้างสรรค์รายการ
อาหารใหม่ และจัดเตรียมและนำเสนออาหาร ให้บริการที่สนับสนุนการแสดงบนเวที การผลิต
ภาพยนตร์ และโทรทัศน์ และงานศิลปะในสาขาอื่นๆ รวมถึงด้านวัฒนธรรม
ทำหน้าที่เกี่ยวกับ
? ปฏิบัติการกล้องถ่ายภาพนิ่งเพื่อถ่ายภาพบุคคล เหตุการณ์ สถานที่ วัสดุ ผลิตภัณฑ์ และ
สิ่งของอื่นๆ
? ประยุกต์ใช้เทคนิคทางศิลปะเพื่อออกแบบ ตกแต่งภายใน ประชาสัมพันธ์การขาย
? รวบรวมและจัดทำสิ่งของสำหรับนำเสนอ
? ออกแบบและจัดเตรียมเครื่องตกแต่ง ตู้โชว์สำหรับจัดแสดง และพื้นที่จัดแสดงในห้อง
แสดงภาพ
? ออกแบบรายการอาหาร และตรวจสอบการเตรียมอาหาร
? ให้ความช่วยเหลือผู้กำกับและนักแสดง รวมถึงการแสดงในภาพยนตร์ โทรทัศน์ หรือ
ภาพยนตร์โฆษณา
","1"
59,351,35,ช่างเทคนิคปฏิบัติการและให้ความช่วยเหลือ และแก้ปัญหากับผู้ใช้งานด้านเทคโนโลยีสารสนเทศและการสื่อสาร,"ปฏิบัติงานเกี่ยวกับการให้ความช่วยเหลือในการปฏิบัติงานประจำวันของระบบสื่อสาร ระบบ
คอมพิวเตอร์ และระบบเครือข่าย และให้ความช่วยเหลือด้านเทคนิคแก่ผู้ใช้ระบบ
ทำหน้าที่เกี่ยวกับ
? ปฏิบัติงานและควบคุมอุปกรณ์ต่อพ่วงและอุปกรณ์คอมพิวเตอร์ที่เกี่ยวข้อง
? ติดตามการทำงานของระบบเพื่อหาข้อผิดพลาดอันเนื่องจากอุปกรณ์หรือจากการปฏิบัติงาน
? ติดตั้งอุปกรณ์ต่อพ่วง (เช่น เครื่องพิมพ์) เข้ากับเครื่องอุปกรณ์ หรือตรวจสอบการติดตั้ง
โดยผู้ควบคุมอุปกรณ์ดังกล่าว
? ตอบข้อซักถามเกี่ยวกับการทำงานของซอฟต์แวร์หรือฮาร์ดแวร์เพื่อแก้ไขปัญหา
? ติดตั้ง ซ่อม และแก้ไขปัญหาเกี่ยวกับฮาร์ดแวร์ ซอฟต์แวร์ หรืออุปกรณ์ต่อพ่วง ให้เป็นไป
ตามรายละเอียดของระบบที่ได้ออกแบบหรือติดตั้งไว้
? ควบคุมการทำงานของระบบเป็นประจำทุกวัน
? ติดตั้งหรือจัดเตรียมอุปกรณ์เพื่อให้พนักงานปฏิบัติงาน ตรวจสอบให้แน่ใจว่าการติดตั้ง
เคเบิล ระบบ ปฏิบัติการ หรือซอฟต์แวร์เป็นไปอย่างถูกต้อง
? สร้าง ปฏิบัติงาน และบำรุงรักษาระบบเครือข่ายและระบบสื่อสารข้อมูลอื่นๆ
? ติดตั้ง ติดตาม และช่วยเหลือให้เว็บไซต์ทั้งอินเตอร์เน็ตและอินทราเน็ตหรือฮารดแวร์และ
ซอฟต์แวร์ของเว็บเซิร์ฟเวอร์สามารถใช้งานและเชื่อถือได้
? ปรับปรุง แก้ไขหน้าเว็บ
? สำรองข้อมูลเว็บไซต์และกู้คืนข้อมูลถ้ามีความเสียหาย
","1"
60,352,35,ช่างเทคนิคด้านการติดต่อสื่อสาร,"ปฏิบัติงานเกี่ยวกับการควบคุมการทำงานของอุปกรณ์ทางด้านเทคนิคในการบันทึกและตัดต่อภาพ
และเสียง และในการแพร่ภาพกระจายเสียงทางวิทยุและโทรทัศน์ รวมถึงสัญญาณโทรคมนาคม
อื่นๆ ทางภาคพื้นดิน ทะเล หรือในอากาศยาน ปฏิบัติงานด้านเทคนิคที่เกี่ยวข้องกับงานวิจัย
ด้านวิศวกรรมโทรคมนาคม รวมถึงออกแบบ ผลิต ประกอบ สร้าง ดำเนินงาน บำรุงรักษา
และซ่อมระบบโทรคมนาคม
ทำหน้าที่เกี่ยวกับ
? ควบคุมอุปกรณ์การบันทึกเสียง ตัดต่อและผสมผสานระหว่างภาพและเสียง
? ควบคุมและดูแลระบบการส่งและแพร่ภาพ และระบบดาวเทียมสำหรับรายการวิทยุและ
โทรทัศน์
? ควบคุมและดูแลระบบสื่อสารทางวิทยุ ระบบดาวเทียม และระบบมัลติเพล็กทั้งภาคพื้นดิน
ทะเล หรือในอากาศยาน
? ให้ความช่วยเหลือด้านเทคนิคเกี่ยวกับงานวิจัยและพัฒนาอุปกรณ์โทรคมนาคม หรือทดสอบ
ผลงานต้นแบบ
? ออกแบบและทำพิมพ์เขียววงจรตามรูปแบบที่กำหนดให้
? ควบคุมดูแลด้านเทคนิคในการผลิต ใช้งาน ดูแลรักษา และซ่อมระบบโทรคมนาคม
","1"
61,411,41,สมียนทั่วไป,"ปฏิบัติงานเกี่ยวกับงานเสมียนและงานธุรการตามขั้นตอนการปฏิบัติงาน
ทำหน้าที่เกี่ยวกับ
? บันทึก จัดทำ คัดแยก จัดประเภท และจัดเก็บเอกสารข้อมูล
? คัดแยก เปิด และส่งไปรษณีย์
? ถ่ายเอกสารและส่งแฟกซ์
? จัดทำรายงานและโต้ตอบจดหมายประจำวัน
? บันทึกรายการอุปกรณ์ที่จ่ายให้กับพนักงาน
? ตอบข้อซักถามทางโทรศัพท์หรือทางระบบอิเล็กทรอนิกส์ หรือส่งต่อให้กับบุคคลที่
เกี่ยวข้อง
? ตรวจสอบความถูกต้องของงาน ออกใบเสนอราคาขายสินค้า และบันทึกข้อมูลธุรกรรม
ทางการเงิน
? แปลงข้อมูลเข้าสู่ระบบคอมพิวเตอร์ ตรวจความถูกต้อง และแก้ไขข้อผิดพลาด
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? เสมียนสำนักงานทั่วไป
? เสมียนสำนักงาน
หมายเหตุ
? ข้อแตกต่างระหว่างงานของเสมียนสำนักงานทั่วไปกับงานของผู้ปฏิบัติงานที่จัดประเภท
ไว้ในรหัสอาชีพ 4120 (เลขานุการทั่วไป) นั่นคือ งานเลขานุการให้ความสำคัญกับการ
จัดทำสำเนา การจัดรูปแบบ และดำเนินการโต้ตอบจดหมายและเอกสารอื่นๆ ในขณะที่
เสมียนสำนักงานทั่วไปอาจมีการดำเนินงานในลักษณะเดียวกัน แต่ไม่ได้เน้นงานการทำ
สำเนาและการประมวลงานเอกสารเหมือนกับเลขานุการทั่วไป
","1"
62,412,41,เลขานุการทั่วไป,"ปฏิบัติงานเกี่ยวกับการใช้เครื่องพิมพ์ดีด คอมพิวเตอร์ส่วนบุคคล หรือเครื่องประมวลผลอื่นๆ
เพื่อทำเป็นจดหมายและเอกสารต่างๆ ตรวจสอบและจัดรูปแบบเอกสารที่ทำโดยพนักงานอื่น
จัดการจดหมายเข้า-ออก คัดกรองการประชุมหรือหมายกำหนดการต่างๆ และปฏิบัติงานที่
สนับสนุนงานธุรการต่างๆ
ทำหน้าที่เกี่ยวกับ
? ตรวจสอบ จัดรูปแบบ และจัดทำเป็นจดหมาย รายงานการประชุม และรายงานที่ได้จากคำบอก
เอกสารอิเล็กทรอนิกส์ หรือร่างงานเขียน เพื่อปรับให้เป็นไปตามมาตรฐานของสำนักงาน
โดยใช้เครื่องพิมพ์ดีด คอมพิวเตอร์ส่วนบุคคล หรือเครื่องอุปกรณ์ประมวลผลอื่นๆ
? ใช้โปรแกรมสำเร็จรูปต่างๆ รวมถึงโปรแกรมตารางจัดการ (spreadsheet) เพื่อสนับสนุน
งานบริหารจัดการ
? จัดการจดหมายเข้า - ออก
? ตรวจสอบ บันทึก และจัดส่งจดหมายและเอกสารต่างๆ
? คัดกรองการประชุมและหมายกำหนดการต่างๆ และช่วยจัดการประชุม
? บันทึกและตรวจสอบการลาและสิทธิประโยชน์ตามกฎหมายของพนักงาน
? จัดทำและควบคุมระบบงานเอกสาร
? จัดการงานจดหมายโต้ตอบประจำวันด้วยตนเอง
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? เลขานุการทั่วไป
? เลขานุการด้านพิมพ์ดีด
? เลขานุการด้านประมวลผลคำ
ยกเว้น
? เลขานุการด้านกฎหมาย ได้จัดประเภทไว้ในรหัสอาชีพ 3342
? เลขานุการด้านการบริหาร ได้จัดประเภทไว้ในรหัสอาชีพ 3343
? เลขานุการผู้บริหาร ได้จัดประเภทไว้ในรหัสอาชีพ 3343
? เลขานุการด้านการแพทย์ ได้จัดประเภทไว้ในรหัสอาชีพ 3344
","1"
63,413,41,พนักงานใช้อุปกรณ์ที่มีแผงพิมพ์,"ปฏิบัติงานเกี่ยวกับการนำเข้าและประมวลผลคำและข้อมูล จัดเตรียม แก้ไข และจัดทำเอกสาร
เพื่อจัดเก็บ ประมวลผล จัดพิมพ์ และเผยแพร่
ทำหน้าที่เกี่ยวกับ
? นำเข้าข้อมูลและลงรหัสเพื่อประมวลผลข้อมูล
? เรียกใช้ ตรวจสอบความถูกต้อง และปรับปรุงข้อมูลที่จัดเก็บไว้ และเก็บบันทึกการนำเข้า
ข้อมูล
? จัดเก็บข้อมูลชวเลขโดยใช้อุปกรณ์คอมพิวเตอร์และเครื่องเขียนชวเลข
? แปลงข้อมูลที่จัดเก็บในรูปของชวเลขและอุปกรณ์บันทึกเสียง และอ่านทวนเพื่อตรวจ
ความถูกต้อง และแก้ไขข้อผิดพลาด
? ทำสำเนาคำพูด เสียงรอบข้าง และเนื้อเพลงเพื่อจัดทำเป็นคำบรรยายภาพยนตร์และรายการ
โทรทัศน์
","1"
64,421,42,เสมียนรับฝาก- ถอนเงินของธนาคาร เสมียนเก็บเงิน และเสมียนที่เกี่ยวข้อง,"ปฏิบัติงานเกี่ยวกับการดูแล/ทำงานด้านการเงินในหน่วยงานเกี่ยวกับธนาคาร งานไปรษณีย์
การเสี่ยงโชคหรือการพนัน โรงรับจำนำ และการจัดเก็บหนี้สิน
ทำหน้าที่เกี่ยวกับ
? ติดต่องานกับลูกค้าในการให้บริการด้านการเงินที่ธนาคารหรือที่ทำการไปรษณีย์
? รับหรือจ่ายเงินพนันที่เป็นผลจากการแข่งขันกีฬา
? จัดให้มีเกมการพนัน
? ให้กู้ยืมเงินโดยต้องมีสิ่งของหรือหลักทรัพย์อื่นๆ มาค้ำประกัน
? จัดเก็บหนี้สินและเรียกเก็บเงิน
","1"
65,422,42,พนักงานให้บริการข้อมูลข่าวสารแก่ลูกค้า,"ปฏิบัติงานเกี่ยวกับการให้-รับข้อมูลข่าวสารแก่บุคคลทางโทรศัพท์หรือเครื่องมืออิเล็กทรอนิกส์
เช่น ไปรษณีย์อิเล็กทรอนิกส์เพื่อติดต่อด้านการท่องเที่ยว ชี้แจงสินค้าหรือบริการของหน่วยงาน
ลงทะเบียนแขกที่เข้าพัก ต้อนรับนักท่องเที่ยว จัดทำหมายกำหนดการ ต่อโทรศัพท์และ
สัมภาษณ์ผู้ตอบข้อถามเพื่อเก็บรวบรวมข้อมูลจากผู้ตอบข้อถามหรือผู้มีสิทธิ์ได้รับบริการ
ทำหน้าที่เกี่ยวกับ
? จัดเตรียมกำหนดการเดินทาง สำรองที่พักให้กับลูกค้า
? ต้อนรับลูกค้าหรือผู้มาเยือน
? ลงทะเบียนแขกที่เข้าพัก
? จัดเตรียมข้อมูลข่าวสารที่สำคัญเกี่ยวกับสินค้า บริการ หรือนโยบายของหน่วยงาน
? จัดทำหมายกำหนดการ
? ควบคุมแผงเครื่องติดต่อทางโทรศัพท์
? สัมภาษณ์เพื่อเก็บรวมรวมข้อมูลจากผู้ตอบข้อถามและผู้มีสิทธิ์ได้รับบริการ
","1"
66,431,43,เสมียนบันทึกรายการตัวเลข,"ปฏิบัติงานเกี่ยวกับการรวบรวมและคิดคำนวณบัญชี ลงรายการบัญชี ข้อมูลสถิติ ข้อมูล
ทางการเงิน และข้อมูลตัวเลขอื่นๆ และทำธุรกรรมทางการเงินที่เกี่ยวข้องกับองค์การธุรกิจ
ทำหน้าที่เกี่ยวกับ
? ช่วยงานด้านการจัดทำบัญชีและลงรายการบัญชี รวมถึงการคำนวณ
? คำนวณต้นทุนการผลิตต่อหน่วย
? คำนวณค่าจ้างและในบางครั้งอาจต้องคำนวณค่าจ้างเป็นรายสัปดาห์ รายวัน หรือรายชิ้น
ตามผลการปฏิบัติงานของแต่ละคน รวมถึงการจ่ายค่าจ้าง
? ทำธุรกรรมทางการเงินที่เกี่ยวข้องกับองค์การธุรกิจ
? เก็บรวบรวมและคำนวณข้อมูลสถิติหรือสถิติประกันภัย
? ปฏิบัติงานด้านเสมียนการเงินให้กับธุรกิจประกันภัย ธนาคาร หรือธุรกิจที่คล้ายกัน
","1"
67,432,43,สมียนบันทึกรายการวัสดุและขนส่ง,"ปฏิบัติงานเกี่ยวกับการบันทึกรายการสินค้าที่ผลิต สินค้าที่จัดซื้อ สินค้าคงคลัง สินค้าที่จัดส่ง
ออกไปยังลูกค้า และวัตถุดิบที่ต้องใช้ในการผลิต ณ วันที่กำหนด หรือทำหน้าที่จัดเก็บบันทึก
การปฏิบัติงานและประสานงานเรื่องเวลาในการขนส่งสินค้าหรือผู้โดยสาร
ทำหน้าที่เกี่ยวกับ
? บันทึกรายการสินค้าที่ผลิต สินค้าคงคลัง สินค้าที่มีการสั่งซื้อและจัดส่งไปยังลูกค้า
? บันทึกรายการวัตถุดิบที่ได้มาที่จัดเก็บในคลังหรือที่จัดส่งออกไป
? คำนวณปริมาณวัตถุดิบที่ต้องใช้ในการผลิต ณ วันที่กำหนด พร้อมทั้งช่วยจัดทำและ
ตรวจสอบตารางการผลิต
? จัดเก็บบันทึกการปฏิบัติงานและประสานงานเรื่องเวลาในการขนส่งสินค้าหรือผู้โดยสาร
","1"
68,441,44,เสมียนอื่นๆ,"ปฏิบัติงานเกี่ยวกับการจัดเรียงและจัดส่งไปรษณีย์ จัดเก็บเอกสาร จัดเตรียมข้อมูลเพื่อการ
ประมวลผล ดูแลบันทึกงานบุคลากร ตรวจสอบเอกสารเพื่อให้สอดคล้องกับงานต้นฉบับ และ
ช่วยเหลือบุคคลที่ไม่สามารถอ่านหรือเขียนได้ และปฏิบัติงานเสมียนอื่นๆ
ทำหน้าที่เกี่ยวกับ
? บันทึกข้อมูลเกี่ยวกับการได้มา การให้ยืม และรับคืนหนังสือในห้องสมุด
? จัดประเภทและจัดเอกสารและบันทึกต่างๆ ลงแฟ้ม
? ดูแลบันทึกงานบุคลากร
? จัดเรียง บันทึก และจัดส่งจดหมายจากที่ทำการไปรษณีย์ รวมถึงที่ส่งจากหน่วยงานหรือ
ภายในหน่วยงาน
? ลงรหัส
? ตรวจพิสูจน์อักษร
? ปฏิบัติงานอื่นๆ ในหน้าที่ของเสมียน
? เขียนหนังสือแทนบุคคลที่ไม่สามารถอ่านหรือเขียนได้
","1"
69,511,51,พนักงานต้อนรับและบริการในการเดินทาง พนักงานประจำยานพาหนะ และมัคคุเทศก์,"ปฏิบัติงานเกี่ยวกับการให้บริการในการเดินทางด้วยเครื่องบิน รถไฟ เรือ รถโดยสารประจำทาง
หรือยานพาหนะอื่นๆ และนำนักท่องเที่ยวเป็นรายบุคคลหรือเป็นหมู่คณะไปชมสถานที่
ท่องเที่ยวและนำเที่ยวในการเดินทาง
ทำหน้าที่เกี่ยวกับ
? ดูแลเรื่องความปลอดภัยและความสะดวกสบายแก่ผู้โดยสาร
? ให้บริการอาหารและเครื่องดื่ม
? ให้ข้อมูลข่าวสารและตอบคำถามที่เกี่ยวข้องกับการเดินทาง
? เก็บหรือออกบัตรโดยสารในการเดินทางโดยระบบขนส่งสาธารณะ
? นำนักท่องเที่ยวเป็นรายบุคคลหรือเป็นหมู่คณะไปชมสถานที่ท่องเที่ยวและนำเที่ยวในการ
เดินทาง รวมถึงบรรยายสิ่งที่น่าสนใจ
","1"
